sample_idx,slot,k_active,nf_true,nf_pred,jnr_db,sisdr_db,mix_sisdr_db,sisdri_db,abs_tl_err_us,abs_ts_err_us,ok_tl,ok_ts,ok_nf,ok_total,burst_count,active_len_ratio,overlap_ratio,pred_energy_ratio,max_collapse_cos,is_sep_fail,reason_primary,reason_flags
196,1,3,1,2,-7.072329044342041,-59.71904273583257,-19.58306059835565,-40.13598213747692,1.0586729049682617,4.047877788543701,0,0,0,0,1,0.03875,0.0,0.04053841531276703,0.843280553817749,1,sep_worse_than_mix,low_jnr;nf_wrong_class;sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
883,2,3,3,1,-7.818653583526611,-53.38887351548652,-19.075600369168665,-34.313273146317854,0.21858537197113037,2.075793504714966,0,0,0,0,2,0.1815,0.7892561983471075,0.40962639451026917,0.29883331060409546,1,sep_worse_than_mix,heavy_overlap;low_jnr;nf_wrong_class;sep_negative;sep_worse_than_mix;tl_out_tol;ts_out_tol
699,0,3,1,0,17.908063888549805,-27.258923258737727,-1.9330428537214934,-25.325880405016235,1.3234326839447021,0.6958510875701904,0,0,0,0,1,0.0505,0.599009900990099,0.29733771085739136,0.6028135418891907,1,nf_miss_to_0,nf_miss_to_0;sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
949,1,3,1,1,15.148499488830566,-24.584832256849673,-0.01041854944753612,-24.574413707402137,1.328148603439331,2.657686233520508,0,0,1,0,1,0.069,0.0,0.2545666992664337,0.7533562183380127,1,sep_worse_than_mix,sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
339,0,3,1,2,17.73388671875,-25.464194847490887,-1.5176727175374705,-23.946522129953415,1.2247306108474731,5.234663009643555,0,0,0,0,1,0.03925,0.0,9.716115951538086,0.14255666732788086,1,sep_worse_than_mix,nf_wrong_class;sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
87,1,3,2,0,15.06899642944336,-20.00960621207883,3.6924289121082525,-23.70203512418708,0.11690473556518555,5.641829013824463,1,0,0,0,1,0.145,0.0,0.009583383798599243,0.8222253918647766,1,nf_miss_to_0,nf_miss_to_0;pred_low_energy;sep_negative;sep_worse_than_mix;single_cycle;ts_out_tol
693,0,3,1,0,-2.336244821548462,-26.08348116139549,-7.646983553336149,-18.43649760805934,0.9055495262145996,1.198206901550293,0,0,0,0,1,0.05275,0.0,0.40093204379081726,0.7688823938369751,1,nf_miss_to_0,low_jnr;nf_miss_to_0;sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
287,0,3,1,0,14.0353364944458,-19.17999069666388,-0.9168395092636744,-18.263151187400204,0.8340339660644531,3.7504820823669434,0,0,0,0,1,0.073,0.0,0.10689318925142288,0.5327614545822144,1,nf_miss_to_0,nf_miss_to_0;sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
749,1,2,1,0,11.838826179504395,-20.37003717663218,-2.700225601031117,-17.669811575601063,1.0544239282608032,0.7103426456451416,0,0,0,0,1,0.045,0.0,0.007112949620932341,0.8689152002334595,1,nf_miss_to_0,nf_miss_to_0;pred_low_energy;sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
683,1,2,1,0,9.583986282348633,-16.158439310388776,0.828451056636369,-16.986890367025143,0.37987661361694336,0.10402774810791016,0,1,0,0,2,0.1055,0.0,0.018714550882577896,0.8516185879707336,1,nf_miss_to_0,nf_miss_to_0;pred_low_energy;sep_negative;sep_worse_than_mix;tl_out_tol
253,0,3,1,0,-2.514596462249756,-23.110125321652095,-7.924684950988103,-15.185440370663992,0.9476399421691895,0.20012617111206055,0,1,0,0,2,0.0575,0.0,0.24408426880836487,0.45805823802948,1,nf_miss_to_0,low_jnr;nf_miss_to_0;sep_negative;sep_worse_than_mix;tl_out_tol
506,2,3,2,3,13.614924430847168,-17.058507536951304,-2.1055718614676646,-14.952935675483639,0.34735870361328125,1.3021845817565918,0,0,0,0,2,0.161,0.0,0.13979630172252655,0.9497073888778687,1,slot_collapse,nf_wrong_class;sep_negative;sep_worse_than_mix;slot_collapse;tl_out_tol;ts_out_tol
933,0,3,2,2,7.968294620513916,-17.67222388446737,-2.821454149499165,-14.850769734968207,0.17274808883666992,1.713890552520752,0,0,1,0,1,0.1445,0.0,0.31852391362190247,0.6944504380226135,1,sep_worse_than_mix,sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
895,1,3,1,0,-8.386728286743164,-29.039125920421796,-14.31989640888393,-14.719229511537867,1.6042582988739014,3.120020866394043,0,0,0,0,5,0.14875,0.0,1.025581955909729,0.8256517052650452,1,nf_miss_to_0,low_jnr;nf_miss_to_0;sep_negative;sep_worse_than_mix;tl_out_tol;ts_out_tol
433,2,3,3,3,9.234188079833984,-16.129601912147344,-2.300958707935831,-13.828643204211513,0.3587646484375,1.538325309753418,0,0,1,0,1,0.21825,0.022909507445589918,0.11904571205377579,0.9513804912567139,1,slot_collapse,sep_negative;sep_worse_than_mix;single_cycle;slot_collapse;tl_out_tol;ts_out_tol
144,1,3,2,0,12.583431243896484,-14.894896433395475,-1.6948883359907145,-13.20000809740476,0.7036302089691162,1.7183351516723633,0,0,0,0,1,0.1035,0.20048309178743962,0.025838682428002357,0.6640673875808716,1,nf_miss_to_0,nf_miss_to_0;pred_low_energy;sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
204,1,2,1,1,-0.44495999813079834,-18.487955458522627,-5.350829022254496,-13.137126436268131,0.2619127035140991,0.5665609836578369,0,0,1,0,1,0.0475,0.0,0.06699227541685104,0.8073986172676086,1,sep_worse_than_mix,low_jnr;sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
829,0,3,3,3,-6.633900165557861,-34.68004056927343,-21.624176709582965,-13.055863859690465,0.5836391448974609,2.328890800476074,0,0,1,0,1,0.16125,1.0,2.5441460609436035,0.6330686211585999,1,sep_worse_than_mix,heavy_overlap;low_jnr;sep_negative;sep_worse_than_mix;single_cycle;tl_out_tol;ts_out_tol
859,1,3,1,0,-9.398488998413086,-23.706988756934393,-10.794562607830105,-12.912426149104288,0.11900734901428223,2.4306142330169678,1,0,0,0,1,0.07425,1.0,0.013886525295674801,0.6828864812850952,1,nf_miss_to_0,heavy_overlap;low_jnr;nf_miss_to_0;pred_low_energy;sep_negative;sep_worse_than_mix;single_cycle;ts_out_tol
